 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
    7800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35010 2103.01119 2363.61461 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21014  270.30468  697.79922  280.00000
    7900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35086 2103.01133 2363.63244 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21176  270.30489  697.92302  280.00000
    8000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35159 2103.01146 2363.64940 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21330  270.30508  698.04080  280.00000
    8100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35228 2103.01159 2363.66553 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21476  270.30526  698.15285  280.00000
    8200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35293 2103.01170 2363.68087 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21615  270.30543  698.25946  280.00000
    8300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35356 2103.01182 2363.69547 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21748  270.30560  698.36087  280.00000
    8400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35415 2103.01193 2363.70935 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21874  270.30575  698.45735  280.00000
    8500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35472 2103.01203 2363.72255 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.21993  270.30590  698.54914  280.00000
    8600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35526 2103.01213 2363.73511 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22107  270.30604  698.63646  280.00000
    8700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35577 2103.01222 2363.74706 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22216  270.30618  698.71953  280.00000
    8800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35625 2103.01231 2363.75842 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22319  270.30631  698.79856  280.00000
    8900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35672 2103.01239 2363.76923 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22417  270.30643  698.87373  280.00000
    9000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35716 2103.01247 2363.77952 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22510  270.30655  698.94525  280.00000
    9100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35757 2103.01255 2363.78930 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22599  270.30666  699.01329  280.00000
    9200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35797 2103.01262 2363.79860 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22683  270.30676  699.07801  280.00000
    9300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35835 2103.01269 2363.80745 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22764  270.30686  699.13957  280.00000
    9400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35871 2103.01275 2363.81586 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22840  270.30696  699.19814  280.00000
    9500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35905 2103.01282 2363.82387 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22912  270.30705  699.25386  280.00000
    9600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35938 2103.01288 2363.83149 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.22982  270.30713  699.30686  280.00000
    9700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35969 2103.01293 2363.83873 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23047  270.30721  699.35728  280.00000
    9800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.35998 2103.01299 2363.84562 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23110  270.30729  699.40524  280.00000
    9900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36027 2103.01304 2363.85217 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23169  270.30737  699.45086  280.00000
   10000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36053 2103.01308 2363.85841 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23226  270.30744  699.49426  280.00000
   10100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36079 2103.01313 2363.86434 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23280  270.30750  699.53555  280.00000
   10200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36103 2103.01317 2363.86998 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23331  270.30757  699.57482  280.00000
   10300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36126 2103.01322 2363.87534 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23379  270.30763  699.61218  280.00000
   10400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36148 2103.01326 2363.88045 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23426  270.30769  699.64772  280.00000
   10500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36168 2103.01329 2363.88530 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23470  270.30774  699.68152  280.00000
   10600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36188 2103.01333 2363.88992 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23512  270.30779  699.71368  280.00000
   10700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36207 2103.01336 2363.89431 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23551  270.30784  699.74427  280.00000
   10800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36225 2103.01340 2363.89849 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23589  270.30789  699.77336  280.00000
   10900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36242 2103.01343 2363.90246 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23625  270.30793  699.80104  280.00000
   11000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36258 2103.01346 2363.90624 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23660  270.30798  699.82737  280.00000
   11100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36273 2103.01348 2363.90984 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23692  270.30802  699.85241  280.00000
   11200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36288 2103.01351 2363.91326 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23723  270.30806  699.87624  280.00000
   11300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36302 2103.01354 2363.91651 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23753  270.30809  699.89890  280.00000
   11400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36315 2103.01356 2363.91960 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23781  270.30813  699.92045  280.00000
   11500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36328 2103.01358 2363.92255 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23808  270.30816  699.94096  280.00000
   11600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36340 2103.01361 2363.92535 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23833  270.30819  699.96046  280.00000
   11700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36351 2103.01363 2363.92801 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23857  270.30822  699.97902  280.00000
   11800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36362 2103.01365 2363.93054 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23880  270.30825  699.99667  280.00000
   11900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36372 2103.01366 2363.93295 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23902  270.30828  700.01345  280.00000
   12000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36382 2103.01368 2363.93524 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23923  270.30830  700.02942  280.00000
   12100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36391 2103.01370 2363.93742 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23943  270.30833  700.04461  280.00000
   12200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36400 2103.01372 2363.93950 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.23961  270.30835  700.05906  280.00000
